88.84	88.862	88.902	88.9373	88.9355	88.7956	23321	28292	37.209	-103.0445	0.9307	0.8929	100.4759	100.2979	100.2031	100.2422
88.84	88.854	88.891	88.924	88.9274	88.7894	20862	25833	40.5265	-67.9003	0.8993	0.9091	100.4759	100.2996	100.2257	100.242
88.86	88.84	88.873	88.91	88.9202	88.7844	33323	26787	34.6187	-130.0936	0.9075	0.9119	100.4081	100.3007	100.2257	100.2419
88.8	88.834	88.86	88.896	88.9091	88.7753	18144	27072	39.3773	-79.2034	0.8923	0.9101	100.4081	100.3018	100.2595	100.242
88.83	88.828	88.849	88.8853	88.8932	88.7612	15545	24537	37.4214	-99.5309	0.8935	0.9046	100.4081	100.3028	100.2369	100.242
88.81	88.8232	88.8426	88.8757	88.8875	88.7558	30188	25102	38.4263	-84.4505	0.8752	0.8936	100.415	100.304	100.2369	100.2419
88.8161	88.8212	88.8376	88.8677	88.8831	88.7516	33524	25662	43.822	-4.8857	0.7503	0.8637	100.4533	100.3055	100.2369	100.2419
88.85	88.8302	88.8351	88.8587	88.878	88.7465	25545	25812	43.2207	-3.7795	0.6265	0.8076	100.4533	100.3069	100.2313	100.2418
88.845	88.8222	88.8281	88.8474	88.8766	88.7448	37383	27631	37.1747	-142.0495	0.6301	0.7551	100.3911	100.3078	100.2313	100.2417
88.79	88.8062	88.8171	88.8347	88.8761	88.7439	50580	28915	31.9279	-225.3165	0.6076	0.698	100.3232	100.3079	100.2313	100.2416
88.73	88.805	88.8141	88.8301	88.8823	88.7491	37179	29150	43.3985	-29.0374	0.5391	0.6307	100.3232	100.3081	100.3217	100.2424
88.81	88.798	88.8096	88.8244	88.8877	88.7538	19042	28488	44.0339	-8.7516	0.3971	0.5601	100.3232	100.3082	100.3273	100.2432
88.815	88.789	88.8096	88.8197	88.8929	88.7585	19910	28282	42.4942	-43.4047	0.3283	0.5005	100.3063	100.3082	100.3273	100.244
88.8	88.797	88.8096	88.8177	88.8982	88.7634	17680	27775	46.5217	46.5718	0.1647	0.4074	100.3063	100.3082	100.3612	100.2452
88.83	88.817	88.8116	88.8171	88.9085	88.7728	15172	26493	46.5217	59.0448	0.0764	0.3011	100.3063	100.3082	100.3612	100.2464
88.83	88.833	88.819	88.8204	88.9194	88.783	27592	26778	53.9953	190.765	0.0045	0.1942	100.3741	100.3088	100.3612	100.2475
88.89	88.846	88.822	88.8217	88.9299	88.7927	21186	26800	52.6737	131.6467	0.1378	0.1424	100.3741	100.3095	100.3499	100.2485
88.88	88.862	88.8255	88.8271	88.9378	88.7999	20677	25956	52.6737	108.0669	0.1962	0.1159	100.3741	100.3101	100.3499	100.2495
88.88	88.872	88.8345	88.8304	88.9481	88.8104	35946	27143	52.6737	89.7402	0.3215	0.1473	100.3741	100.3107	100.3499	100.2505
88.88	88.892	88.8545	88.8384	88.957	88.8196	14328	27062	58.9474	145.8587	0.4405	0.2201	100.3741	100.3114	100.4064	100.2521
88.93	88.902	88.8675	88.8467	88.9614	88.8238	14825	26038	60.0872	126.2478	0.5557	0.3303	100.3853	100.3121	100.4064	100.2536
88.94	88.914	88.88	88.8527	88.9673	88.8294	17784	24989	60.0872	106.4545	0.7451	0.4518	100.3853	100.3128	100.4064	100.2551
88.94	88.922	88.892	88.8577	88.9738	88.8358	27699	25132	56.4518	73.6154	0.8739	0.5873	100.3628	100.3133	100.4064	100.2566
88.92	88.936	88.904	88.8683	88.9812	88.8433	11779	23425	60.3281	107.0793	0.8885	0.7007	100.3628	100.3138	100.4403	100.2585
88.95	88.939	88.9155	88.8827	88.987	88.85	15535	21089	59.3799	84.5296	0.896	0.7918	100.3571	100.3143	100.4403	100.2603
88.945	88.931	88.9165	88.8887	88.9843	88.8471	24116	20218	51.5265	-2.289	0.7597	0.8326	100.3064	100.3142	100.4403	100.2621
88.9	88.927	88.9205	88.8957	88.9839	88.8476	43711	21863	54.4119	27.4172	0.6661	0.8168	100.3289	100.3143	100.4403	100.2638
88.92	88.93	88.926	88.9047	88.9881	88.8522	24920	22197	56.5035	54.1228	0.5923	0.7605	100.3289	100.3145	100.4572	100.2658
88.935	88.93	88.933	88.9127	88.9899	88.8544	19552	22321	58.5514	87.5652	0.543	0.6914	100.3289	100.3146	100.4741	100.2678
88.95	88.929	88.934	88.92	88.9886	88.8534	11135	22052	56.6379	49.8908	0.4578	0.6038	100.3289	100.3148	100.4629	100.2698
88.94	88.919	88.925	88.9173	88.9875	88.8526	36804	22666	43.007	-217.855	0.042	0.4602	100.2274	100.3139	100.4629	100.2717
88.85	88.913	88.92	88.918	88.9893	88.8552	25124	22929	48.8938	-105.3945	0.0019	0.3274	100.2274	100.313	100.5081	100.2741
88.89	88.914	88.922	88.922	88.9945	88.8608	41266	24302	55.1327	46.5895	0.0163	0.2122	100.2838	100.3127	100.5081	100.2764
88.94	88.908	88.919	88.9247	88.9979	88.8644	17361	23063	52.3779	-9.6477	0.1196	0.1275	100.2838	100.3124	100.4855	100.2785
88.92	88.899	88.914	88.9223	88.9999	88.8668	24660	23751	49.0773	-74.3983	0.1828	0.0725	100.2556	100.3119	100.4855	100.2805
88.895	88.909	88.914	88.9197	89.0042	88.8716	18093	23969	49.7598	-50.4034	0.1887	0.1019	100.2556	100.3113	100.4911	100.2826
88.9	88.919	88.916	88.9197	89.0081	88.8761	39269	25402	54.9561	64.8827	0.0682	0.1151	100.3007	100.3112	100.4911	100.2847
88.94	88.926	88.92	88.9233	89.0119	88.8803	25105	25229	58.9557	147.1576	0.0013	0.1121	100.3007	100.3111	100.5307	100.2871
88.975	88.934	88.921	88.924	89.0129	88.8817	40323	27132	56.6346	90.9666	0.0392	0.096	100.2838	100.3108	100.5307	100.2896
88.96	88.945	88.922	88.9243	89.0303	88.8947	20293	27449	55.0773	57.1948	0.1358	0.0867	100.2838	100.3106	100.5194	100.2919
88.95	88.961	88.935	88.9297	89.0583	88.9168	19381	27133	58.7424	111.1202	0.189	0.0867	100.2838	100.3103	100.5533	100.2945
88.98	88.969	88.944	88.9337	89.0757	88.9266	25382	25911	58.7424	100.0616	0.2787	0.1288	100.2838	100.31	100.5533	100.297
88.98	88.9697	88.9479	88.9366	89.101	88.9437	13822	25171	58.4653	84.6053	0.4066	0.2099	100.2838	100.3098	100.5516	100.2996
88.9785	88.9677	88.9509	88.9366	89.1248	88.9598	22335	25357	53.3277	17.6254	0.5195	0.3059	100.2517	100.3092	100.5516	100.3021
88.95	88.9977	88.9714	88.9472	89.1531	88.9804	115247	32298	68.844	278.9875	0.6616	0.4111	100.4207	100.3103	100.5516	100.3046
89.1	89.0437	89.0023	88.9712	89.1898	89.0089	57546	33680	75.3229	284.5026	0.5835	0.49	100.4207	100.3114	100.6757	100.3082
89.21	89.0677	89.0183	88.9852	89.235	89.0472	89713	37986	61.5308	107.3106	0.6149	0.5572	100.2968	100.3113	100.6757	100.3119
89.0999	89.11	89.0398	89.0019	89.2761	89.0818	31404	37329	66.8762	140.7944	0.7188	0.6197	100.2968	100.3111	100.7775	100.3165
89.19	89.158	89.0628	89.0199	89.3152	89.1148	29376	38130	66.8762	109.9329	0.7769	0.6711	100.2968	100.311	100.7775	100.3211
89.19	89.188	89.0928	89.0436	89.3595	89.1534	47456	39650	70.0862	122.2231	0.8023	0.6993	100.3643	100.3115	100.7775	100.3257
89.25	89.216	89.1298	89.0736	89.4095	89.1981	95151	44787	74.5186	149.4035	0.8118	0.7449	100.4767	100.3131	100.7775	100.3302
89.35	89.288	89.1778	89.1082	89.4587	89.2426	109159	49446	78.3234	164.2871	0.8281	0.7876	100.6004	100.316	100.7775	100.3346
89.46	89.34	89.225	89.1399	89.5024	89.2816	70002	52439	77.1947	132.4274	0.8814	0.8201	100.6004	100.3188	100.7663	100.3389
89.45	89.394	89.276	89.1732	89.5382	89.3123	37174	52229	77.5432	116.3882	0.9122	0.8471	100.6004	100.3216	100.7775	100.3433
89.46	89.452	89.32	89.2126	89.564	89.3323	78837	56132	80.1555	123.9091	0.9288	0.8724	100.6904	100.3253	100.7775	100.3476
